"","celltype","skid","mito_type","treenodeid","x","y","z"
"389","intra-multi-ciliated","3938580","vesicles_none","25158170",26053.762,35823.895,16250
"390","intra-multi-ciliated","3938580","vesicles_none","25158528",24149.762,35107.094,17100
"391","intra-multi-ciliated","3938580","vesicles_none","25158893",26916.162,34575.094,17400
"392","intra-multi-ciliated","3938580","vesicles_none","25159516",26367.361,35398.297,17800
"393","intra-multi-ciliated","3938580","vesicles_none","25160033",24726.562,34076.695,17850
"394","intra-multi-ciliated","3938580","vesicles_none","25160401",25359.361,33029.496,18300
"395","intra-multi-ciliated","3938580","vesicles_none","25161358",27179.361,33522.297,18850
"396","intra-multi-ciliated","3938580","vesicles_none","25161716",23813.762,32127.895,19400
"397","intra-multi-ciliated","3938580","vesicles_none","25162017",24872.162,33505.496,19700
"398","intra-multi-ciliated","3938580","vesicles_none","25162651",23180.963,31427.895,20950
"399","intra-multi-ciliated","3938580","vesicles_none","25162971",25611.361,30862.295,20950
"400","intra-multi-ciliated","3938580","vesicles_none","25163234",27330.562,31791.895,21300
"401","multiciliated","3939101","vesicles_none","25137024",31121.074,29468.137,17300
"402","multiciliated","3939101","vesicles_none","25140165",31367.475,32492.137,14250
"403","multiciliated","3939101","vesicles_none","25141533",30006.377,38355.973,9500
"404","multiciliated","3939101","vesicles_none","25142216",32694.676,30798.137,15000
"405","multiciliated","3939101","vesicles_none","25142598",33041.875,32332.537,15950
"406","multiciliated","3939101","vesicles_none","25143206",33053.074,30725.338,16000
"407","multiciliated","3939101","vesicles_none","25143458",30079.475,29050.938,16050
"408","epithelial_floor","3939078","vesicles_none","25122722",26258.398,32023.604,8350
"409","epithelial_floor","3939078","vesicles_none","25122873",26247.197,26871.604,8500
"410","epithelial_floor","3939078","vesicles_none","25123314",26896.799,26082.004,12950
"411","SNN","3939115","vesicles_none","25167112",27425.064,44200.8,29750
"412","SNN","3939115","vesicles_none","25167180",26419.863,42999.6,30200
"413","SNN","3939115","vesicles_none","25167250",24507.463,43467.2,30800
"414","SNN","3939115","vesicles_none","25167280",26750.264,44881.2,30950
"415","SNN","3939115","vesicles_none","25167299",25053.463,42014,30050
"416","SNN","3939115","vesicles_none","25167394",25341.863,40846.4,30000
"417","SNN","3939115","vesicles_none","25167466",26151.064,40748.4,29200
"418","SNN","3939115","vesicles_none","25167533",26265.863,40538.4,28900
"419","SNN","3939115","vesicles_none","25167584",28497.465,39734.8,28350
"420","SNN","3939115","vesicles_none","25167691",30695.465,38852.8,27400
"421","SNN","3939115","vesicles_none","25169279",26579.465,43999.2,30250
"422","SNN","3939115","vesicles_none","25169370",31199.465,39278.4,26600
"423","SNN","3939115","vesicles_none","25169430",30365.064,39508,26650
"424","SNN","3939115","vesicles_none","25169542",31249.863,34759.2,24900
"425","SNN","3939115","vesicles_none","25169641",32924.26,35464.8,23450
"426","SNN","3939115","vesicles_none","25169659",34755.46,36327.2,23000
"427","SNN","3939115","vesicles_none","25169745",36362.66,36702.4,22250
"428","SNN","3939115","vesicles_none","25169769",36161.06,37038.4,22300
"429","SNN","3939115","vesicles_none","25169882",38110.98,37245.6,20950
"430","SNN","3939115","vesicles_none","25169894",38804.26,37632,20250
"431","Cgroove","3939165","vesicles_none","25177562",15681.402,34409.914,8000
"432","Cgroove","3939165","vesicles_none","25177574",16689.402,36369.914,8300
"433","Cgroove","3939165","vesicles_none","25177600",16958.201,35482.316,8950
"434","Cgroove","3939165","vesicles_none","25177613",16504.602,35644.715,8750
"435","Cgroove","3939165","vesicles_none","25177620",15143.802,32858.715,8750
"436","Cgroove","3939165","vesicles_none","25177626",14595.002,32500.316,8750
"437","Cgroove","3939165","vesicles_none","25177722",14147.002,33651.117,9350
"438","bridge","3939197","vesicles_none","25122050",20619.762,44226.24,19700
"439","bridge","3939197","vesicles_none","25180814",14932.313,38567.477,23750
"440","bridge","3939197","vesicles_none","25180917",18896.207,42741.934,19150
"441","bridge","3939197","vesicles_none","25181124",23667.686,45618.996,15300
"442","bridge","3939197","vesicles_none","25181197",23338.846,44999.074,15600
"443","bridge","3939197","vesicles_none","25181288",21049.94,46080.37,17300
"444","bridge","3939198","vesicles_none","25181350",21664.066,44304.4,14600
"445","bridge","3939198","vesicles_none","25181430",21522.674,43482.133,15150
"446","bridge","3939198","vesicles_none","25181483",21686.012,43857.805,15500
"447","bridge","3939198","vesicles_none","25181615",20320.027,41517.316,17100
"448","bridge","3939198","vesicles_none","25181651",19012.428,44112.914,17100
"449","bridge","3939198","vesicles_none","25181764",15629.509,40506.34,22200
"450","bridge","3939198","vesicles_none","25181772",16749.799,41287.586,19150
"451","bridge","3939198","vesicles_none","25181830",16537.56,41577.48,18900
"452","bridge","3939198","vesicles_none","25181884",16324.76,40944.68,18900
"453","bridge","3939198","vesicles_none","25181996",18323.176,40364.934,18650
"454","bridge","3939199","vesicles_none","25182133",21240.092,46156.766,15300
"455","bridge","3939199","vesicles_none","25182266",20954.492,45663.965,15800
"456","bridge","3939199","vesicles_none","25182401",13991.692,41990.54,22300
"457","bridge","3939199","vesicles_none","25182570",16930.14,44767.4,19250
"458","lithocyte","3939184","vesicles_none","25070237",16035.602,40265.863,8500
"459","lithocyte","3939184","vesicles_none","25070587",15374.802,39756.266,8800
"460","lithocyte","3939184","vesicles_none","25070749",14949.202,39767.465,8850
"461","lithocyte","3939184","vesicles_none","25070968",15464.402,39913.066,9050
"462","lithocyte","3939184","vesicles_none","25071198",15531.602,39470.664,9100
"463","lithocyte","3939184","vesicles_none","25071588",14366.802,38748.266,9550
"464","lithocyte","3939184","vesicles_none","25071738",13084.402,40327.465,9300
"465","lithocyte","3939184","vesicles_none","25071901",14131.602,38412.266,9250
"466","lithocyte","3939184","vesicles_none","25074309",14021.8,38087.4,9650
"467","lithocyte","3939184","vesicles_none","25074979",12201.8,39649.8,9650
"468","lithocyte","3939184","vesicles_none","25075295",11938.6,39605,9950
"469","lithocyte","3939184","vesicles_none","25075558",11910.6,39000.2,9950
"470","lithocyte","3939184","vesicles_none","25075849",12162.6,40853.8,9850
"471","lithocyte","3939184","vesicles_none","25076199",12420.2,39862.6,10100
"472","lithocyte","3939184","vesicles_none","25076496",12862.6,41105.8,10100
"473","lithocyte","3939184","vesicles_none","25076725",13153.8,40719.4,10150
"474","lithocyte","3939184","vesicles_none","25076964",12985.8,40943.4,10350
"475","lithocyte","3939184","vesicles_none","25077194",13288.2,37729,9900
"476","lithocyte","3939184","vesicles_none","25077419",13069.8,37073.8,10100
"477","lithocyte","3939184","vesicles_none","25077619",14481,38552.2,10000
"478","lithocyte","3939184","vesicles_none","25077902",12890.6,37029,10450
"479","lithocyte","3939184","vesicles_none","25078438",12957.8,36653.8,11350
"480","lithocyte","3939184","vesicles_none","25078711",12504.2,36625.8,11050
"481","lithocyte","3939184","vesicles_none","25079271",13221,36793.8,11050
"482","lithocyte","3939184","vesicles_none","25079573",12168.2,41570.6,10800
"483","lithocyte","3939184","vesicles_none","25079885",11513,42864.2,10950
"484","lithocyte","3939184","vesicles_none","25080223",12319.4,37073.8,12350
"485","lithocyte","3939184","vesicles_none","25080493",12974.6,36838.6,12450
"486","lithocyte","3939184","vesicles_none","25080722",12717,37124.2,12600
"487","lithocyte","3939184","vesicles_none","25081013",12980.2,36877.8,12900
"488","lithocyte","3939184","vesicles_none","25081428",12498.6,36967.4,12900
"489","lithocyte","3939184","vesicles_none","25081982",12722.6,37533,13000
"490","lithocyte","3939184","vesicles_none","25082376",13680.2,37034.6,13450
"491","lithocyte","3939184","vesicles_none","25083016",13747.4,36603.4,13800
"492","lithocyte","3939184","vesicles_none","25083336",13125.8,36760.2,14000
"493","lithocyte","3939184","vesicles_none","25083725",12291.4,38737,13600
"494","lithocyte","3939184","vesicles_none","25084087",12369.8,38076.2,13500
"495","lithocyte","3939184","vesicles_none","25084456",13433.8,39801,12900
"496","lithocyte","3939184","vesicles_none","25084808",13809,39694.6,12600
"497","lithocyte","3939184","vesicles_none","25085174",13209.8,40646.6,12350
"498","lithocyte","3939184","vesicles_none","25085475",13585,40489.8,12150
"499","lithocyte","3939184","vesicles_none","25085754",14458.6,40529,11750
"500","lithocyte","3939184","vesicles_none","25086184",15556.2,40993.8,11300
"501","NA","3939201","vesicles_none","25060946",22202.504,42364.27,16350
"502","NA","3939201","vesicles_none","25061448",21815.02,42191.7,16950
"503","NA","3939201","vesicles_none","25062106",22169.479,42011.67,17450
"504","NA","3939201","vesicles_none","25062614",19855.578,39862.48,22200
"505","NA","3939201","vesicles_none","25062786",19332.146,40621.938,20700
"506","NA","3939202","vesicles_none","25063375",26535.361,44783.445,14650
"507","NA","3939202","vesicles_none","25064044",24496.695,43396.117,18300
"508","bridge","3939193","vesicles_none","25116245",21773.738,43558.66,13400
"509","bridge","3939193","vesicles_none","25117365",20638.246,41147.582,16100
"510","bridge","3939193","vesicles_none","25117418",15669.738,39061.4,22100
"511","bridge","3939193","vesicles_none","25117945",20156.646,41360.383,15950
"512","bridge","3939193","vesicles_none","25118342",18593.756,40401.9,17150
"513","bridge","3939193","vesicles_unc","25122785",13347.916,38392.04,20950
"514","bridge","3939193","vesicles_syn","25117587",14856.138,37884.2,21400
"515","bridge","3939193","vesicles_syn","25119297",15798.014,39427.93,18900
"516","biciliated","3938898","vesicles_none","25081958",32582.67,57188.137,5900
"517","biciliated","3938898","vesicles_none","25082207",35237.07,59450.535,4750
"518","biciliated","3938898","vesicles_none","25082465",35091.47,61091.336,5350
"519","biciliated","3938898","vesicles_none","25082756",35533.87,60805.74,5500
"520","SSN","3938733","vesicles_none","25059280",31539.828,54605.99,15050
"521","SSN","3938733","vesicles_none","25059603",32760.316,59397.414,19100
"522","SSN","3938733","vesicles_none","25070812",38080.78,60169.746,21850
"523","SSN","3938733","vesicles_none","25079487",35463.137,52863.637,22500
"524","SSN","3938733","vesicles_none","25084505",39120.66,54923.863,19850
"525","SSN","3938733","vesicles_none","25085264",31456.492,55343.38,16250
"526","SSN","3938733","vesicles_none","25085722",37788.05,62092.24,20500
"527","SSN","3938733","vesicles_none","25088395",37050.848,49880.21,20000
"528","SSN","3938733","vesicles_none","25093379",33773.6,49409.04,22600
"529","SSN","3938733","vesicles_none","25140737",40819.336,60419.098,13850
"530","SSN","3938733","vesicles_none","25144163",39118.336,63172.9,16250
"531","SSN","3938733","vesicles_none","25144792",38890.14,63622.3,17100
"532","SSN","3938733","vesicles_none","25152009",31598.318,57796.742,22350
"533","SSN","3938733","vesicles_none","25152385",33578.85,56805.547,17850
"534","SSN","3938733","vesicles_unc","25079293",34653.934,52692.836,22400
"535","SSN","3938733","vesicles_unc","25080776",36310.71,61383.54,21250
"536","SSN","3938733","vesicles_unc","25081488",37419.508,52453.18,22100
"537","SSN","3938733","vesicles_unc","25085147",31902.582,54783.945,15350
"538","SSN","3938733","vesicles_unc","25092383",37519.06,54926.043,18600
"539","SSN","3938733","vesicles_syn","25058906",33436.984,57078.08,17950
"540","SSN","3938733","vesicles_syn","25062363",32022.05,58371.68,22300
"541","SSN","3938733","vesicles_syn","25062580",31231.518,57922.746,22700
"542","SSN","3938733","vesicles_syn","25062780",31029.918,57228.344,23050
"543","SSN","3938733","vesicles_syn","25065195",36433.91,61657.94,21700
"544","SSN","3938733","vesicles_syn","25068182",32313.248,58789.812,18150
"545","SSN","3938733","vesicles_syn","25070458",37478.78,58539.21,22300
"546","SSN","3938733","vesicles_syn","25075869",32181.332,49422.566,24950
"547","SSN","3938733","vesicles_syn","25079600",39516.4,54547.734,20350
"548","SSN","3938733","vesicles_no_syn","25079712",33340.527,58474.98,22150
"549","SSN","3938733","vesicles_syn","25080054",39611.6,55219.734,20600
"550","SSN","3938733","vesicles_syn","25080058",35369.91,61949.14,21600
"551","SSN","3938733","vesicles_syn","25080351",39863.6,55204.336,21100
"552","SSN","3938733","vesicles_syn","25080604",36842.71,61932.34,21450
"553","SSN","3938733","vesicles_syn","25081166",35511,61448.344,20800
"554","SSN","3938733","vesicles_syn","25081222",39088.31,55376.38,21750
"555","SSN","3938733","vesicles_syn","25082087",37712.26,52818.266,20900
"556","SSN","3938733","vesicles_syn","25082486",37942.176,53541.914,21550
"557","SSN","3938733","vesicles_syn","25083012",38255.773,52262.312,21600
"558","SSN","3938733","vesicles_syn","25083075",35201.6,57209.14,17100
"559","SSN","3938733","vesicles_syn","25083242",35632.8,58194.74,17300
"560","SSN","3938733","vesicles_syn","25083541",35392,57388.34,17200
"561","SSN","3938733","vesicles_no_syn","25083570",38319.86,52647.465,21250
"562","SSN","3938733","vesicles_no_syn","25083784",36369.824,58534.062,17650
"563","SSN","3938733","vesicles_no_syn","25083864",38048.26,54890.266,20500
"564","SSN","3938733","vesicles_syn","25084058",35042,60088.473,19400
"565","SSN","3938733","vesicles_syn","25084190",39070.26,54114.664,19900
"566","SSN","3938733","vesicles_syn","25084739",39235.46,55765.26,19850
"567","SSN","3938733","vesicles_syn","25085260",39406.26,55222.06,20100
"568","SSN","3938733","vesicles_syn","25085412",38773.46,54214.06,19550
"569","SSN","3938733","vesicles_syn","25087402",35846.535,49637.695,18250
"570","SSN","3938733","vesicles_syn","25088024",37347.645,50031.41,19700
"571","SSN","3938733","vesicles_syn","25088532",36444.402,49759.3,20650
"572","SSN","3938733","vesicles_syn","25089189",32623.73,50037.164,25500
"573","SSN","3938733","vesicles_syn","25090197",33277.992,49884.332,15150
"574","SSN","3938733","vesicles_syn","25090378",35811.68,51849.31,17400
"575","SSN","3938733","vesicles_syn","25090708",37586.266,62443.73,19350
"576","SSN","3938733","vesicles_syn","25090727",36176.613,52306.64,17550
"577","SSN","3938733","vesicles_syn","25090940",36859.816,53449.043,17750
"578","SSN","3938733","vesicles_syn","25092878",38109.86,55211.645,18700
"579","SSN","3938733","vesicles_syn","25093148",36494.26,52761.645,17950
"580","SSN","3938733","vesicles_syn","25093623",36861.895,53524.8,22550
"581","SSN","3938733","vesicles_syn","25093936",36959.062,65794.63,16450
"582","SSN","3938733","vesicles_syn","25097927",32831.867,56495.598,25400
"583","SSN","3938733","vesicles_syn","25098353",38927.47,50528.1,18350
"584","SSN","3938733","vesicles_syn","25111957",30101.68,51359.84,25150
"585","SSN","3938733","vesicles_syn","25122982",33955.01,59734.77,19900
"586","SSN","3938733","vesicles_syn","25123015",33602.21,59936.37,19900
"587","SSN","3938733","vesicles_syn","25128941",36793.55,52301.82,22250
"588","SSN","3938733","vesicles_syn","25129620",35138.336,52718.035,22600
"589","SSN","3938733","vesicles_syn","25130473",37936.258,55787.82,18200
"590","SSN","3938733","vesicles_syn","25130650",37193.95,54110.465,17950
"591","SSN","3938733","vesicles_syn","25131958",33473.066,49245.465,13800
"592","SSN","3938733","vesicles_syn","25133277",39595.73,48835.97,19450
"593","SSN","3938733","vesicles_syn","25133586",40002.668,48805.633,20400
"594","SSN","3938733","vesicles_syn","25134226",40394.668,49858.434,21600
"595","SSN","3938733","vesicles_syn","25137626",40554.734,60921.7,14400
"596","SSN","3938733","vesicles_syn","25140402",36832.133,50486.098,18700
"597","SSN","3938733","vesicles_syn","25140940",36656.047,50042.61,19900
"598","SSN","3938733","vesicles_syn","25141997",39766.535,62647.9,12250
"599","SSN","3938733","vesicles_syn","25142210",33026.934,49488.367,22650
"600","SSN","3938733","vesicles_syn","25142753",33575.734,50672.766,23800
"601","SSN","3938733","vesicles_syn","25142919",34032.137,50381.566,24400
"602","SSN","3938733","vesicles_syn","25143254",32699.332,49222.367,25000
"603","SSN","3938733","vesicles_syn","25146713",39517.33,59487.402,19850
"604","SSN","3938733","vesicles_no_syn","25147420",39430.53,58665.14,19600
"605","SSN","3938733","vesicles_syn","25151868",30534.318,56519.945,22450
"606","SSN","3938733","vesicles_syn","25153492",36109.58,56892.812,22400
"607","SSN","3938733","vesicles_syn","25153752",35789.91,61831.54,21950
"608","SSN","3938733","vesicles_syn","25157174",34861.4,61546.344,20700
"609","SSN","3938733","vesicles_syn","25166375",32598.533,49164.965,25350
"610","SSN","3938733","vesicles_syn","25166375",32598.533,49164.965,25350
"611","SSN","3938733","vesicles_syn","25171280",29383.668,54188.63,23500
"612","Cgroove","3938404","vesicles_none","25142277",31018.4,58741.2,5900
"613","Cgroove","3938404","vesicles_none","25142571",30682.4,58864.4,6450
"614","Cgroove","3938404","vesicles_none","25142815",30973.6,57374.8,6650
"615","Cgroove","3938404","vesicles_none","25143065",30413.6,57184.4,6900
"616","Cgroove","3938404","vesicles_none","25143262",32765.6,62616.4,6800
"617","Cgroove","3938404","vesicles_none","25143459",35722.4,61552.4,7250
"618","Cgroove","3938413","vesicles_none","25174776",11846.985,45858.805,13450
"619","Cgroove","3938413","vesicles_none","25174782",11156.318,46213.473,13500
"620","Cgroove","3938413","vesicles_none","25174794",13274.984,46997.473,13200
"621","Cgroove","3938413","vesicles_none","25174800",13396.318,46297.473,13300
"622","Cgroove","3938413","vesicles_none","25174806",11977.651,46717.473,11700
"623","Cgroove","3938413","vesicles_none","25174812",16261.651,47044.14,10600
"624","Cgroove","3938413","vesicles_none","25174818",14385.651,47324.14,10600
"625","Cgroove","3938413","vesicles_none","25174824",15253.651,47333.473,10400
"626","Cgroove","3938413","vesicles_none","25174836",15598.984,45933.473,10250
"627","monociliated","3938599","vesicles_none","25118772",29875.998,43287.07,12850
"628","monociliated","3938599","vesicles_none","25119295",29965.598,43382.27,13300
"629","monociliated","3938599","vesicles_none","25119701",30223.197,41847.87,14900
"630","monociliated","3938599","vesicles_none","25120583",31040.799,42587.07,14900
"631","monociliated","3938599","vesicles_none","25121131",30805.598,42155.87,16800
